name,cell,line,category,text
nb_299986,41.0,1,other,class NeuralNetwork(object):
nb_299986,41.0,2,other,    def __init__(self):
nb_299986,41.0,3,other,        # initialize coefficients and biases
nb_299986,41.0,4,other,        pass
nb_299986,41.0,5,other,"    def forward(self, x):"
nb_299986,41.0,6,other,        activation = x
nb_299986,41.0,7,other,"        for coef, bias in zip(self.coef_, self.bias_):"
nb_299986,41.0,8,other,"            activation = self.nonlinearity(np.dot(activation, coef) + bias)"
nb_299986,41.0,9,other,        return activation
nb_299986,41.0,10,other,"    def backward(self, x):"
nb_299986,41.0,11,other,        # compute gradient of stuff in forward pass
nb_299986,41.0,12,other,        pass
nb_299986,43.0,2,other,class array(object) :
nb_299986,43.0,3,other,"    """"""Simple Array object that support autodiff."""""""
nb_299986,43.0,4,other,"    def __init__(self, value, name=None):"
nb_299986,43.0,5,print,        self.value = value
nb_299986,43.0,6,other,        if name:
nb_299986,43.0,7,other,            self.grad = lambda g : {name : g}
nb_299986,43.0,9,other,"    def __add__(self, other):"
nb_299986,43.0,10,other,"        assert isinstance(other, int)"
nb_299986,43.0,11,print,        ret = array(self.value + other)
nb_299986,43.0,12,other,        ret.grad = lambda g : self.grad(g)
nb_299986,43.0,13,other,        return ret
nb_299986,43.0,15,other,"    def __mul__(self, other):"
nb_299986,43.0,16,other,"        assert isinstance(other, array)"
nb_299986,43.0,17,print,        ret = array(self.value * other.value)
nb_299986,43.0,18,other,        def grad(g):
nb_299986,43.0,19,print,            x = self.grad(g * other.value)
nb_299986,43.0,20,print,            x.update(other.grad(g * self.value))
nb_299986,43.0,21,other,            return x
nb_299986,43.0,22,other,        ret.grad = grad
nb_299986,43.0,23,other,        return ret
nb_299986,48.0,2,other,"a = array(np.array([1, 2]), 'a')"
nb_299986,48.0,3,other,"b = array(np.array([3, 4]), 'b')"
nb_299986,48.0,4,other,c = b * a
nb_299986,48.0,5,other,d = c + 1
nb_299986,48.0,6,print,print(d.value)
nb_299986,48.0,7,print,print(d.grad(1))
