name,cell,line,category,text
nb_1063377,12.0,6,other,
nb_1063377,12.0,7,create,"train_xgb      = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,12.0,8,create,"test_xgb_mean  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,12.0,9,other,
nb_1063377,12.0,10,other,tmp_train = train_xgb*2
nb_1063377,12.0,11,other,tmp_test  = test_xgb_mean*2
nb_1063377,12.0,12,other,
nb_1063377,12.0,13,other,file_train     = 'train_blend_XGB_BM_20bagging_last_2017-04-21-19-08' + '.csv'
nb_1063377,12.0,14,other,file_test_mean = 'test_blend_XGB_BM_20bagging_last_2017-04-21-19-08' + '.csv'
nb_1063377,12.0,15,other,
nb_1063377,12.0,16,create,"train_xgb      = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,12.0,17,create,"test_xgb_mean  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,12.0,18,other,
nb_1063377,12.0,19,other,train_xgb      = (tmp_train + train_xgb*20) / 22.0
nb_1063377,12.0,20,other,test_xgb_mean  = (tmp_test + test_xgb_mean*20) / 22.0
nb_1063377,12.0,21,other,
nb_1063377,12.0,22,print,n_column = train_xgb.shape[1]
nb_1063377,12.0,23,other,total_col += n_column
nb_1063377,12.0,24,other,
nb_1063377,12.0,25,print,train_xgb.columns = ['xgb_' + x for x in names[:n_column]]
nb_1063377,12.0,26,print,test_xgb_mean.columns = ['xgb_' + x for x in names[:n_column]]
nb_1063377,12.0,27,other,
nb_1063377,12.0,28,cleaning,"print train_xgb.iloc[:5,:3]"
nb_1063377,12.0,29,cleaning,"print test_xgb_mean.iloc[:5,:3]"
nb_1063377,13.0,1,other,# XGB 1st level 30fold
nb_1063377,13.0,2,other,
nb_1063377,13.0,3,other,file_train      = 'train_blend_XGB_last_30fold_2017-04-21-12-57' + '.csv'
nb_1063377,13.0,4,other,file_test_mean  = 'test_blend_XGB_last_30fold_2017-04-21-12-57' + '.csv'
nb_1063377,13.0,5,other,
nb_1063377,13.0,6,other,
nb_1063377,13.0,7,create,"train_xgb_30fold      = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,13.0,8,create,"test_xgb_mean_30fold  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,13.0,9,other,
nb_1063377,13.0,10,other,
nb_1063377,13.0,11,print,n_column = train_xgb_30fold.shape[1]
nb_1063377,13.0,12,other,total_col += n_column
nb_1063377,13.0,13,other,
nb_1063377,13.0,14,print,train_xgb_30fold.columns      = ['xgb_30fold_' + x for x in names[:n_column]]
nb_1063377,13.0,15,print,test_xgb_mean_30fold.columns  = ['xgb_30fold_' + x for x in names[:n_column]]
nb_1063377,13.0,16,other,
nb_1063377,13.0,17,cleaning,"print train_xgb_30fold.iloc[:5,:3]"
nb_1063377,13.0,18,cleaning,"print test_xgb_mean_30fold.iloc[:5,:3]"
nb_1063377,14.0,1,other,# XGB one vs rest 1st level
nb_1063377,14.0,2,other,
nb_1063377,14.0,3,other,file_train      = 'train_blend_xgb_ovr_last_2017-04-21-10-09' + '.csv'
nb_1063377,14.0,4,other,file_test_mean  = 'test_blend_xgb_ovr_mean_last_2017-04-21-10-09' + '.csv'
nb_1063377,14.0,5,other,
nb_1063377,14.0,6,create,"train_xgb_ovr      = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,14.0,7,create,"test_xgb_mean_ovr  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,14.0,8,other,
nb_1063377,14.0,9,other,
nb_1063377,14.0,10,print,n_column = train_xgb_ovr.shape[1]
nb_1063377,14.0,11,other,total_col += n_column
nb_1063377,14.0,12,other,
nb_1063377,14.0,13,print,train_xgb_ovr.columns      = ['xgb_ovr_' + x for x in names[:n_column]]
nb_1063377,14.0,14,print,test_xgb_mean_ovr.columns  = ['xgb_ovr_' + x for x in names[:n_column]]
nb_1063377,14.0,15,other,
nb_1063377,14.0,16,stats,"sum_train = np.sum(train_xgb_ovr,axis=1)"
nb_1063377,14.0,17,stats,"sum_test  = np.sum(test_xgb_mean_ovr,axis=1)"
nb_1063377,14.0,18,other,
nb_1063377,14.0,19,print,for col in train_xgb_ovr.columns.values:
nb_1063377,14.0,20,other,    train_xgb_ovr[col] = train_xgb_ovr[col] / sum_train
nb_1063377,14.0,21,other,    test_xgb_mean_ovr[col] = test_xgb_mean_ovr[col] / sum_test
nb_1063377,14.0,22,other,
nb_1063377,14.0,23,other,
nb_1063377,14.0,24,cleaning,"print train_xgb_ovr.iloc[:5,:3]"
nb_1063377,14.0,25,cleaning,"print test_xgb_mean_ovr.iloc[:5,:3]"
nb_1063377,15.0,1,other,# LightGBM 1st level
nb_1063377,15.0,2,other,
nb_1063377,15.0,3,other,file_train      = 'train_blend_LightGBM_last_10bagging_2017-04-21-21-54' + '.csv'
nb_1063377,15.0,4,other,file_test_mean  = 'test_blend_LightGBM_mean_last_10bagging_2017-04-21-21-54' + '.csv'
nb_1063377,15.0,5,other,
nb_1063377,15.0,6,other,
nb_1063377,15.0,7,create,"train_lgb      = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,15.0,8,create,"test_lgb_mean  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,15.0,9,other,
nb_1063377,15.0,10,print,n_column = train_lgb.shape[1]
nb_1063377,15.0,11,other,total_col += n_column
nb_1063377,15.0,12,other,
nb_1063377,15.0,13,print,train_lgb.columns      = ['lgb_10bag_' + x for x in names[:n_column]]
nb_1063377,15.0,14,print,test_lgb_mean.columns  = ['lgb_10bag_' + x for x in names[:n_column]]
nb_1063377,15.0,15,other,
nb_1063377,15.0,16,cleaning,"print train_lgb.iloc[:5,:3]"
nb_1063377,15.0,17,cleaning,"print test_lgb_mean.iloc[:5,:3]"
nb_1063377,16.0,1,other,# Keras 1st level No.1
nb_1063377,16.0,2,other,
nb_1063377,16.0,3,other,file_train      = 'train_blend_Keras_last_2017-04-20-21-23' + '.csv'
nb_1063377,16.0,4,other,file_test_mean  = 'test_blend_Keras_mean_last_2017-04-20-21-23' + '.csv'
nb_1063377,16.0,5,other,
nb_1063377,16.0,6,other,
nb_1063377,16.0,7,create,"tmp_train = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,16.0,8,create,"tmp_test  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,16.0,9,other,
nb_1063377,16.0,10,cleaning,"train_nn     = tmp_train[[0, 1, 2]]+(tmp_train[[3, 4, 5]]).rename(columns = {3:0,4:1,5:2})"
nb_1063377,16.0,11,cleaning,"test_nn_mean = tmp_test[[0, 1, 2]]+(tmp_test[[3, 4, 5]]).rename(columns = {3:0,4:1,5:2})"
nb_1063377,16.0,12,other,
nb_1063377,16.0,13,other,file_train      = 'train_blend_Keras_last_2017-04-20-22-05' + '.csv'
nb_1063377,16.0,14,other,file_test_mean  = 'test_blend_Keras_mean_last_2017-04-20-22-05' + '.csv'
nb_1063377,16.0,15,other,
nb_1063377,16.0,16,create,"tmp_train = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,16.0,17,create,"tmp_test  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,16.0,18,other,
nb_1063377,16.0,19,cleaning,"train_nn     = (train_nn + tmp_train[[0, 1, 2]]+(tmp_train[[3, 4, 5]]).rename(columns = {3:0,4:1,5:2}))/4"
nb_1063377,16.0,20,cleaning,"test_nn_mean = (test_nn_mean + tmp_test[[0, 1, 2]]+(tmp_test[[3, 4, 5]]).rename(columns = {3:0,4:1,5:2}))/4"
nb_1063377,16.0,21,other,
nb_1063377,16.0,22,other,
nb_1063377,16.0,23,print,n_column = train_nn.shape[1]
nb_1063377,16.0,24,other,total_col += n_column
nb_1063377,16.0,25,other,
nb_1063377,16.0,26,print,train_nn.columns      = ['nn_' + x for x in names[:n_column]]
nb_1063377,16.0,27,print,test_nn_mean.columns  = ['nn_' + x for x in names[:n_column]]
nb_1063377,16.0,28,other,
nb_1063377,16.0,29,cleaning,"print train_nn.iloc[:5,:3]"
nb_1063377,16.0,30,cleaning,"print test_nn_mean.iloc[:5,:3]"
nb_1063377,17.0,1,other,# Keras 1st level 30fold
nb_1063377,17.0,2,other,
nb_1063377,17.0,3,other,file_train      = 'train_blend_Keras_last_30fold_2017-04-21-12-03' + '.csv'
nb_1063377,17.0,4,other,file_test_mean  = 'test_blend_Keras_mean_last_30fold_2017-04-21-12-03' + '.csv'
nb_1063377,17.0,5,other,
nb_1063377,17.0,6,create,"train_nn_30fold     = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,17.0,7,create,"test_nn_mean_30fold  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,17.0,8,other,
nb_1063377,17.0,9,print,n_column = train_nn_30fold.shape[1]
nb_1063377,17.0,10,other,total_col += n_column
nb_1063377,17.0,11,other,
nb_1063377,17.0,12,print,train_nn_30fold.columns      = ['nn_30fold_' + x for x in names[:n_column]]
nb_1063377,17.0,13,print,test_nn_mean_30fold.columns  = ['nn_30fold_' + x for x in names[:n_column]]
nb_1063377,17.0,14,other,
nb_1063377,17.0,15,cleaning,"print train_nn_30fold.iloc[:5,:3]"
nb_1063377,17.0,16,cleaning,"print test_nn_mean_30fold.iloc[:5,:3]"
nb_1063377,18.0,1,other,# Keras one vs rest 1st level
nb_1063377,18.0,2,other,file_train      = 'train_blend_Keras_ovr_last_2017-04-21-10-15' + '.csv'
nb_1063377,18.0,3,other,file_test_mean  = 'test_blend_Keras_ovr_last_2017-04-21-10-15' + '.csv'
nb_1063377,18.0,4,other,
nb_1063377,18.0,5,create,"train_nn_ovr      = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,18.0,6,create,"test_nn_mean_ovr  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,18.0,7,other,
nb_1063377,18.0,8,print,n_column = train_nn_ovr.shape[1]
nb_1063377,18.0,9,other,total_col += n_column
nb_1063377,18.0,10,other,
nb_1063377,18.0,11,print,train_nn_ovr.columns      = ['nn_ovr_' + x for x in names[:n_column]]
nb_1063377,18.0,12,print,test_nn_mean_ovr.columns  = ['nn_ovr_' + x for x in names[:n_column]]
nb_1063377,18.0,13,other,
nb_1063377,18.0,14,stats,"sum_train = np.sum(train_nn_ovr,axis=1)"
nb_1063377,18.0,15,stats,"sum_test  = np.sum(test_nn_mean_ovr,axis=1)"
nb_1063377,18.0,16,other,
nb_1063377,18.0,17,print,for col in train_nn_ovr.columns.values:
nb_1063377,18.0,18,other,    train_nn_ovr[col] = train_nn_ovr[col] / sum_train
nb_1063377,18.0,19,other,    test_nn_mean_ovr[col] = test_nn_mean_ovr[col] / sum_test 
nb_1063377,18.0,20,other,
nb_1063377,18.0,21,cleaning,"print train_nn_ovr.iloc[:5,:3]"
nb_1063377,18.0,22,cleaning,"print test_nn_mean_ovr.iloc[:5,:3]"
nb_1063377,19.0,1,other,# Keras 1st level 3layer 20 bagging
nb_1063377,19.0,2,other,file_train      = 'train_blend_Keras_last_3layer_20bagging_2017-04-21-20-01' + '.csv'
nb_1063377,19.0,3,other,file_test_mean  = 'test_blend_Keras_mean_last_3layer_20bagging_2017-04-21-20-01' + '.csv'
nb_1063377,19.0,4,other,
nb_1063377,19.0,5,create,"train_nn_3layer      = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,19.0,6,create,"test_nn_mean_3layer  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,19.0,7,other,
nb_1063377,19.0,8,print,n_column = train_nn_3layer.shape[1]
nb_1063377,19.0,9,other,total_col += n_column
nb_1063377,19.0,10,other,
nb_1063377,19.0,11,print,train_nn_3layer.columns      = ['nn_3layer_' + x for x in names[:n_column]]
nb_1063377,19.0,12,print,test_nn_mean_3layer.columns  = ['nn_3layer_' + x for x in names[:n_column]]
nb_1063377,19.0,13,other,
nb_1063377,19.0,14,other,
nb_1063377,19.0,15,cleaning,"print train_nn_3layer.iloc[:5,:3]"
nb_1063377,19.0,16,cleaning,"print test_nn_mean_3layer.iloc[:5,:3]"
nb_1063377,20.0,1,other,data_path = '../3rd/'
nb_1063377,21.0,1,other,# Keras 2nd level 
nb_1063377,21.0,2,other,
nb_1063377,21.0,3,other,file_train      = 'train_blend_2ndKeras_100bagging_2017-04-22-18-54' + '.csv'
nb_1063377,21.0,4,other,file_test_mean  = 'test_blend_2ndKeras_100bagging_2017-04-22-18-54' + '.csv'
nb_1063377,21.0,5,other,
nb_1063377,21.0,6,other,
nb_1063377,21.0,7,create,"train_nn_2nd      = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,21.0,8,create,"test_nn_mean_2nd  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,21.0,9,other,
nb_1063377,21.0,10,print,n_column = train_nn.shape[1]
nb_1063377,21.0,11,other,total_col += n_column
nb_1063377,21.0,12,other,
nb_1063377,21.0,13,print,train_nn_2nd.columns      = ['nn_2nd_' + x for x in names[:n_column]]
nb_1063377,21.0,14,print,test_nn_mean_2nd.columns  = ['nn_2nd_' + x for x in names[:n_column]]
nb_1063377,21.0,15,other,
nb_1063377,21.0,16,cleaning,"print train_nn_2nd.iloc[:5,:3]"
nb_1063377,21.0,17,cleaning,"print test_nn_mean_2nd.iloc[:5,:3]"
nb_1063377,22.0,1,other,# XGB 2nd level
nb_1063377,22.0,2,other,
nb_1063377,22.0,3,other,file_train     = 'train_blend_2ndXGB_BM_100bagging_2017-04-22-07-18' + '.csv'
nb_1063377,22.0,4,other,file_test_mean = 'test_blend_2ndXGB_BM_100bagging_2017-04-22-07-18' + '.csv'
nb_1063377,22.0,5,other,
nb_1063377,22.0,6,other,
nb_1063377,22.0,7,create,"train_xgb_2nd      = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,22.0,8,create,"test_xgb_mean_2nd  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,22.0,9,other,
nb_1063377,22.0,10,other,tmp_train = train_xgb_2nd
nb_1063377,22.0,11,other,tmp_test  = test_xgb_mean_2nd
nb_1063377,22.0,12,other,
nb_1063377,22.0,13,other,file_train     = 'train_blend_2ndXGB_BM_100bagging_1_2017-04-22-14-37' + '.csv'
nb_1063377,22.0,14,other,file_test_mean = 'test_blend_2ndXGB_BM_100bagging_1_2017-04-22-14-37' + '.csv'
nb_1063377,22.0,15,other,
nb_1063377,22.0,16,create,"train_xgb_2nd      = pd.read_csv(data_path + file_train, header = None)"
nb_1063377,22.0,17,create,"test_xgb_mean_2nd  = pd.read_csv(data_path + file_test_mean, header = None)"
nb_1063377,22.0,18,other,
nb_1063377,22.0,19,other,train_xgb_2nd      = (tmp_train + train_xgb_2nd) / 2.0
nb_1063377,22.0,20,other,test_xgb_mean_2nd  = (tmp_test + test_xgb_mean_2nd) / 2.0
nb_1063377,22.0,21,other,
nb_1063377,22.0,22,print,n_column = train_xgb_2nd.shape[1]
nb_1063377,22.0,23,other,total_col += n_column
nb_1063377,22.0,24,other,
nb_1063377,22.0,25,print,train_xgb_2nd.columns = ['xgb_2nd_' + x for x in names[:n_column]]
nb_1063377,22.0,26,print,test_xgb_mean_2nd.columns = ['xgb_2nd_' + x for x in names[:n_column]]
nb_1063377,22.0,27,other,
nb_1063377,22.0,28,cleaning,"print train_xgb_2nd.iloc[:5,:3]"
nb_1063377,22.0,29,cleaning,"print test_xgb_mean_2nd.iloc[:5,:3]"
nb_1063377,23.0,1,other,# ADET 2nd level
nb_1063377,23.0,2,other,
nb_1063377,23.0,3,other,file_train     = 'train_blend_2ndADET_100bagging_last_2017-04-22-04-30' + '.csv'
nb_1063377,23.0,4,other,file_test_mean = 'test_blend_2ndADET_100bagging_last_2017-04-22-04-30' + '.csv'
nb_1063377,23.0,5,other,
nb_1063377,23.0,6,other,
nb_1063377,23.0,7,create,"train_ADET_2nd      = pd.read_csv(data_path + file_train, header = None)"
